"gene_symbol","T41231_008","T41231_012","T41231_013","T22568_001","T22568_002","T6445_001","T6445_002","T6445_003","T6445_004","T226_002","T226_003","T226_004","T14908_002","T14908_006","T2158_013","T15959_002","T15959_003","T15959_004","T15959_005"
"TLR6",27,48,48,30,15,35,31,42,35,26,21,42,48,34,37,10,10,15,23
"BDNF",26,52,46,69,24,32,26,51,45,33,28,48,39,23,25,9,10,14,29
"CEACAM1",28,48,43,26,11,30,26,39,29,23,16,38,49,25,22,4,4,9,17
"CTSH",56,86,101,81,23,75,65,80,77,31,28,52,94,51,37,25,27,56,52
"SFRP4",69,84,122,54,25,48,38,51,43,31,22,49,53,34,33,55,60,70,151
"FZD6",43,62,72,49,23,34,27,57,53,43,64,53,56,38,29,11,10,18,40
"CNTFR",29,55,60,28,13,30,27,44,35,29,18,37,37,36,27,9,5,11,20
"IGF1R",36,62,68,155,58,65,42,112,94,117,107,117,68,52,41,16,18,25,29
"DUSP5",24,45,50,29,15,38,29,46,45,49,27,46,73,53,29,11,6,15,33
"JUN",112,129,86,85,24,53,32,68,57,69,38,70,69,54,66,37,31,62,39
"NDUFA6",44,72,93,44,11,40,34,59,39,43,41,59,61,42,55,11,9,19,28
"THY1",99,192,161,129,21,324,148,97,85,66,61,70,83,52,297,77,58,95,139
"IGF1",25,52,47,24,12,37,31,45,33,24,20,45,35,27,26,18,18,32,40
"CDH11",55,118,81,49,23,53,42,65,51,38,34,57,53,34,38,17,10,24,47
"ALKBH2",30,60,54,35,17,45,30,52,39,27,29,43,42,27,30,7,6,10,25
"ELMO1",32,45,70,32,18,45,29,40,29,30,22,40,42,31,24,16,16,27,27
"SP1",64,82,129,52,24,75,47,111,84,56,49,89,76,47,43,17,16,29,38
"CTSL",96,119,169,58,27,68,60,114,76,109,87,135,126,72,124,32,31,48,46
"JAK2",38,62,65,31,16,47,33,53,42,41,40,56,63,45,39,18,13,23,27
"RHOB",133,214,237,1011,251,63,66,154,142,89,68,118,162,105,118,45,36,55,52
"SPINK5",28,49,61,28,15,27,28,38,34,23,16,36,38,30,31,8,5,16,18
"FPR3",27,55,49,28,16,37,30,45,31,31,24,39,50,28,33,13,17,23,34
"IL23A",25,48,41,27,14,35,26,43,35,22,19,42,42,27,29,8,7,15,27
"IRF2",29,49,64,32,14,48,35,56,35,37,26,53,43,36,28,11,12,19,24
"CHEK2",25,44,52,28,11,35,22,39,30,26,21,39,35,23,24,9,8,9,23
"PARP12",44,80,94,40,23,45,41,68,65,50,51,71,70,50,44,21,17,31,36
"GOT2",49,71,99,49,18,48,39,67,53,61,48,64,54,41,45,14,14,19,31
"CCL2",47,273,97,71,25,390,193,160,118,85,246,92,73,56,135,59,57,119,81
"FGF7",27,51,49,29,15,31,23,39,33,57,64,58,33,26,42,13,17,17,29
"ITGA6",48,85,90,57,17,36,36,69,58,27,23,55,69,57,33,8,11,16,28
"LYZ",50,86,64,51,17,180,150,93,101,52,52,75,2100,594,110,82,63,200,61
"BID",25,48,50,29,12,41,28,45,34,26,18,34,38,28,27,8,8,12,25
"PECAM1",42,50,68,29,12,47,50,39,30,39,28,56,61,36,87,16,15,29,28
"LAMA1",24,53,54,27,18,30,27,49,40,39,23,61,40,29,29,12,6,15,25
"LCN2",19,40,41,20,10,26,20,45,28,22,15,31,32,32,22,5,3,9,19
"GBP1",36,55,59,29,13,55,43,45,36,31,22,44,50,42,36,19,14,31,28
"JUNB",90,139,105,73,47,133,86,113,78,118,127,152,208,145,93,70,47,92,65
"CLEC7A",36,49,59,33,17,45,38,49,39,27,25,43,78,50,43,24,20,28,31
"TNFSF18",35,53,53,27,15,37,31,45,38,26,15,38,47,35,24,10,19,22,25
"TXN2",55,73,112,47,24,55,36,61,46,46,38,64,64,48,52,18,10,23,38
"SOX10",28,46,50,21,13,28,21,39,31,24,19,38,39,27,25,4,5,7,20
"TLR2",41,61,68,41,20,54,45,59,46,36,26,61,81,69,43,24,22,47,33
"LILRA5",20,50,45,26,14,35,26,38,33,19,14,40,40,30,27,6,7,11,15
"ASCL1",27,53,43,26,15,30,27,46,42,22,22,39,43,28,27,7,6,12,18
"KRT6A/B/C",21,39,41,19,11,27,26,40,30,18,12,36,33,23,23,6,10,12,24
"PDGFRA",24,57,49,29,15,32,24,40,32,30,19,42,68,52,59,16,13,26,29
"TSHR",28,54,53,25,14,31,20,40,35,26,18,38,39,28,27,8,7,12,24
"CALML3",27,42,44,26,13,35,33,45,31,27,21,45,38,39,26,8,11,18,33
"PRLR",31,54,46,27,14,28,28,37,34,25,15,33,36,29,24,7,7,13,27
"MYCN",31,51,63,32,17,34,26,53,44,30,23,42,49,34,31,9,8,14,24
"KMT2C",80,121,147,62,30,78,46,78,73,62,55,81,63,40,41,14,16,28,35
"IL11RA",34,62,63,32,18,41,30,44,40,30,20,47,41,31,27,9,8,20,28
"CYLD",33,48,52,26,14,40,32,46,32,32,20,53,46,40,29,11,12,27,29
"TRAF6",39,68,80,39,22,36,35,62,44,34,31,55,57,44,35,13,12,20,31
"CDK1",30,41,49,38,9,35,27,46,30,27,22,36,33,32,32,5,6,12,17
"MLANA",26,47,49,22,14,34,23,37,39,25,19,40,43,30,29,9,8,10,23
"MYC",42,85,87,45,22,50,36,93,69,85,87,92,56,42,76,16,12,29,28
"STAT6",91,137,175,74,39,126,78,159,131,138,100,167,84,50,54,22,15,37,42
"GADD45B",42,67,60,51,21,44,37,51,46,53,78,70,48,38,31,23,17,27,29
"PDZK1IP1",29,43,45,25,10,28,25,51,31,25,24,44,33,31,23,5,7,9,18
"TNFRSF11A",32,54,45,28,13,34,29,45,34,26,19,42,38,30,35,10,10,13,23
"IL15RA",27,42,47,23,11,46,32,44,33,22,26,40,39,30,31,14,9,21,22
"TTK",30,50,61,37,16,42,28,50,42,27,22,40,42,31,37,11,8,16,26
"PAX3",27,56,53,32,12,34,29,39,36,27,19,42,51,25,28,8,6,9,20
"HLA-DOA",39,47,62,27,15,46,39,44,35,27,21,39,52,38,25,18,25,41,36
"OTOA",31,52,50,28,14,30,30,48,37,31,24,45,43,27,30,8,7,10,24
"SERPINA1",51,72,74,41,21,54,39,63,44,39,36,68,2542,1376,65,41,47,86,43
"MAGEA4",39,62,68,37,20,52,41,61,48,41,29,56,50,40,37,12,8,17,30
"KRT1",26,53,56,31,17,40,26,52,38,27,20,44,43,30,36,10,9,13,35
"BLK",25,45,46,24,11,31,25,42,36,30,17,35,33,24,28,5,6,9,23
"MMRN2",30,49,64,28,14,36,33,49,39,33,25,49,42,27,46,7,8,11,23
"PRKCB",35,54,64,28,16,35,27,50,41,28,20,49,53,34,28,10,6,16,28
"SIRPB2",35,49,49,31,15,29,25,42,37,24,20,44,57,34,33,8,11,18,27
"PBX1",107,137,277,152,43,102,74,123,117,39,25,64,40,27,31,10,9,12,32
"CCL18",27,48,38,32,12,47,30,46,37,34,30,31,42,36,25,8,9,18,27
"CD244",39,65,62,29,14,43,34,47,42,32,47,62,49,36,30,8,10,20,20
"RELA",64,110,127,98,52,77,47,102,85,78,93,102,82,62,61,20,21,38,41
"BATF",33,49,48,31,15,42,33,38,37,24,17,44,45,39,28,12,10,15,27
"TRIM21",33,52,63,35,18,40,36,55,47,43,36,55,52,42,32,13,9,20,26
"STAT4",25,47,51,23,13,34,25,38,34,23,16,31,37,22,21,7,7,14,16
"TNFSF9",27,46,50,26,17,41,27,44,39,29,19,37,49,35,25,8,9,14,21
